INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,VALUE
2023-11-15 08:00:00,2023-11-15 08:05:00,67.01688
2023-11-15 08:05:00,2023-11-15 08:10:00,71.31808
2023-11-15 08:10:00,2023-11-15 08:15:00,70.51826
2023-11-15 08:15:00,2023-11-15 08:20:00,67.90067
2023-11-15 08:20:00,2023-11-15 08:25:00,67.4309
2023-11-15 08:25:00,2023-11-15 08:30:00,66.32759
2023-11-15 08:30:00,2023-11-15 08:35:00,65.8178
2023-11-15 08:35:00,2023-11-15 08:40:00,65.75024
2023-11-15 08:40:00,2023-11-15 08:45:00,65.96797
2023-11-15 08:45:00,2023-11-15 08:50:00,66.02879
2023-11-15 08:50:00,2023-11-15 08:55:00,65.75736
2023-11-15 08:55:00,2023-11-15 09:00:00,65.75736
2023-11-15 09:00:00,2023-11-15 09:05:00,68.16227
2023-11-15 09:05:00,2023-11-15 09:10:00,67.13975
2023-11-15 09:10:00,2023-11-15 09:15:00,65.82524
2023-11-15 09:15:00,2023-11-15 09:20:00,65.41644
2023-11-15 09:20:00,2023-11-15 09:25:00,65.23272
2023-11-15 09:25:00,2023-11-15 09:30:00,64.1749
2023-11-15 09:30:00,2023-11-15 09:35:00,64.37539
2023-11-15 09:35:00,2023-11-15 09:40:00,63.34684
2023-11-15 09:40:00,2023-11-15 09:45:00,63.32805
2023-11-15 09:45:00,2023-11-15 09:50:00,63.26717
2023-11-15 09:50:00,2023-11-15 09:55:00,63.2217
2023-11-15 09:55:00,2023-11-15 10:00:00,63.26717
2023-11-15 10:00:00,2023-11-15 10:05:00,63.70095
2023-11-15 10:05:00,2023-11-15 10:10:00,63.23947
2023-11-15 10:10:00,2023-11-15 10:15:00,63.33859
2023-11-15 10:15:00,2023-11-15 10:20:00,63.07887
2023-11-15 10:20:00,2023-11-15 10:25:00,63.07887
2023-11-15 10:25:00,2023-11-15 10:30:00,63.16925
2023-11-15 10:30:00,2023-11-15 10:35:00,63.79838
2023-11-15 10:35:00,2023-11-15 10:40:00,63.67887
2023-11-15 10:40:00,2023-11-15 10:45:00,63.45531
2023-11-15 10:45:00,2023-11-15 10:50:00,63.66715
2023-11-15 10:50:00,2023-11-15 10:55:00,63.66715
2023-11-15 10:55:00,2023-11-15 11:00:00,63.66772
2023-11-15 11:00:00,2023-11-15 11:05:00,62.5777
2023-11-15 11:05:00,2023-11-15 11:10:00,63.00101
2023-11-15 11:10:00,2023-11-15 11:15:00,63.07156
2023-11-15 11:15:00,2023-11-15 11:20:00,63.56729
2023-11-15 11:20:00,2023-11-15 11:25:00,63.56729
2023-11-15 11:25:00,2023-11-15 11:30:00,63.69447
2023-11-15 11:30:00,2023-11-15 11:35:00,63.77501
2023-11-15 11:35:00,2023-11-15 11:40:00,63.66383
2023-11-15 11:40:00,2023-11-15 11:45:00,63.77501
2023-11-15 11:45:00,2023-11-15 11:50:00,64.11763
2023-11-15 11:50:00,2023-11-15 11:55:00,64.40838
2023-11-15 11:55:00,2023-11-15 12:00:00,66.1315
2023-11-15 12:00:00,2023-11-15 12:05:00,64.71831
2023-11-15 12:05:00,2023-11-15 12:10:00,66.02141
2023-11-15 12:10:00,2023-11-15 12:15:00,66.82941
2023-11-15 12:15:00,2023-11-15 12:20:00,66.85355
2023-11-15 12:20:00,2023-11-15 12:25:00,69.42831
2023-11-15 12:25:00,2023-11-15 12:30:00,71.38139
2023-11-15 12:30:00,2023-11-15 12:35:00,71.85181
2023-11-15 12:35:00,2023-11-15 12:40:00,71.85181
2023-11-15 12:40:00,2023-11-15 12:45:00,71.85181
2023-11-15 12:45:00,2023-11-15 12:50:00,73.15439
2023-11-15 12:50:00,2023-11-15 12:55:00,73.38758
2023-11-15 12:55:00,2023-11-15 13:00:00,76.99803
2023-11-15 13:00:00,2023-11-15 13:05:00,65.92717
2023-11-15 13:05:00,2023-11-15 13:10:00,65.92717
2023-11-15 13:10:00,2023-11-15 13:15:00,66.55554
2023-11-15 13:15:00,2023-11-15 13:20:00,69.69928
2023-11-15 13:20:00,2023-11-15 13:25:00,69.69928
2023-11-15 13:25:00,2023-11-15 13:30:00,71.83684
2023-11-15 13:30:00,2023-11-15 13:35:00,73.05203
2023-11-15 13:35:00,2023-11-15 13:40:00,75.2095
2023-11-15 13:40:00,2023-11-15 13:45:00,76.82652
2023-11-15 13:45:00,2023-11-15 13:50:00,77.3617
2023-11-15 13:50:00,2023-11-15 13:55:00,77.78066
2023-11-15 13:55:00,2023-11-15 14:00:00,77.56072
2023-11-15 14:00:00,2023-11-15 14:05:00,66.29558
2023-11-15 14:05:00,2023-11-15 14:10:00,66.29558
2023-11-15 14:10:00,2023-11-15 14:15:00,66.29558
2023-11-15 14:15:00,2023-11-15 14:20:00,69.71803
2023-11-15 14:20:00,2023-11-15 14:25:00,71.33366
2023-11-15 14:25:00,2023-11-15 14:30:00,73.60728
2023-11-15 14:30:00,2023-11-15 14:35:00,77.10361
2023-11-15 14:35:00,2023-11-15 14:40:00,77.36993
2023-11-15 14:40:00,2023-11-15 14:45:00,77.36993
2023-11-15 14:45:00,2023-11-15 14:50:00,77.61895
2023-11-15 14:50:00,2023-11-15 14:55:00,77.67528
2023-11-15 14:55:00,2023-11-15 15:00:00,77.70037
2023-11-15 15:00:00,2023-11-15 15:05:00,96.70745
2023-11-15 15:05:00,2023-11-15 15:10:00,97.47697
2023-11-15 15:10:00,2023-11-15 15:15:00,98.58247
2023-11-15 15:15:00,2023-11-15 15:20:00,89.5283
2023-11-15 15:20:00,2023-11-15 15:25:00,85.09628
2023-11-15 15:25:00,2023-11-15 15:30:00,81.16942
2023-11-15 15:30:00,2023-11-15 15:35:00,80.77809
2023-11-15 15:35:00,2023-11-15 15:40:00,78.23491
2023-11-15 15:40:00,2023-11-15 15:45:00,77.42673
2023-11-15 15:45:00,2023-11-15 15:50:00,65.82421
2023-11-15 15:50:00,2023-11-15 15:55:00,64.29548
2023-11-15 15:55:00,2023-11-15 16:00:00,63.32668
2023-11-15 16:00:00,2023-11-15 16:05:00,63.78023
2023-11-15 16:05:00,2023-11-15 16:10:00,63.78674
2023-11-15 16:10:00,2023-11-15 16:15:00,59.67597
2023-11-15 16:15:00,2023-11-15 16:20:00,57.05883
2023-11-15 16:20:00,2023-11-15 16:25:00,51.10668
2023-11-15 16:25:00,2023-11-15 16:30:00,50.18764
2023-11-15 16:30:00,2023-11-15 16:35:00,50.91362
2023-11-15 16:35:00,2023-11-15 16:40:00,48.55328
2023-11-15 16:40:00,2023-11-15 16:45:00,45.81407
2023-11-15 16:45:00,2023-11-15 16:50:00,45.50143
2023-11-15 16:50:00,2023-11-15 16:55:00,50.87118
2023-11-15 16:55:00,2023-11-15 17:00:00,50.63243
2023-11-15 17:00:00,2023-11-15 17:05:00,57.52046
2023-11-15 17:05:00,2023-11-15 17:10:00,51.87004
2023-11-15 17:10:00,2023-11-15 17:15:00,51.03109
2023-11-15 17:15:00,2023-11-15 17:20:00,52.80601
2023-11-15 17:20:00,2023-11-15 17:25:00,50.69873
2023-11-15 17:25:00,2023-11-15 17:30:00,52.47535
2023-11-15 17:30:00,2023-11-15 17:35:00,52.06496
2023-11-15 17:35:00,2023-11-15 17:40:00,50.53526
2023-11-15 17:40:00,2023-11-15 17:45:00,56.51748
2023-11-15 17:45:00,2023-11-15 17:50:00,60.12994
2023-11-15 17:50:00,2023-11-15 17:55:00,65.57738
2023-11-15 17:55:00,2023-11-15 18:00:00,63.04201
2023-11-15 18:00:00,2023-11-15 18:05:00,74.59469
2023-11-15 18:05:00,2023-11-15 18:10:00,67.86918
2023-11-15 18:10:00,2023-11-15 18:15:00,67.81363
2023-11-15 18:15:00,2023-11-15 18:20:00,69.76016
2023-11-15 18:20:00,2023-11-15 18:25:00,73.67967
2023-11-15 18:25:00,2023-11-15 18:30:00,70.24467
2023-11-15 18:30:00,2023-11-15 18:35:00,73.15692
2023-11-15 18:35:00,2023-11-15 18:40:00,73.39159
2023-11-15 18:40:00,2023-11-15 18:45:00,77.53422
2023-11-15 18:45:00,2023-11-15 18:50:00,77.77224
2023-11-15 18:50:00,2023-11-15 18:55:00,79.28307
2023-11-15 18:55:00,2023-11-15 19:00:00,82.20574
2023-11-15 19:00:00,2023-11-15 19:05:00,77.61087
2023-11-15 19:05:00,2023-11-15 19:10:00,76.30832
2023-11-15 19:10:00,2023-11-15 19:15:00,78.89755
2023-11-15 19:15:00,2023-11-15 19:20:00,80.01914
2023-11-15 19:20:00,2023-11-15 19:25:00,82.42538
2023-11-15 19:25:00,2023-11-15 19:30:00,86.45311
2023-11-15 19:30:00,2023-11-15 19:35:00,91.27249
2023-11-15 19:35:00,2023-11-15 19:40:00,90.54329
2023-11-15 19:40:00,2023-11-15 19:45:00,91.10153
2023-11-15 19:45:00,2023-11-15 19:50:00,90.6533
2023-11-15 19:50:00,2023-11-15 19:55:00,91.44377
2023-11-15 19:55:00,2023-11-15 20:00:00,89.65715
2023-11-15 20:00:00,2023-11-15 20:05:00,88.76586
2023-11-15 20:05:00,2023-11-15 20:10:00,88.95284
2023-11-15 20:10:00,2023-11-15 20:15:00,93.38745
2023-11-15 20:15:00,2023-11-15 20:20:00,91.80978
2023-11-15 20:20:00,2023-11-15 20:25:00,92.15758
2023-11-15 20:25:00,2023-11-15 20:30:00,93.75841
2023-11-15 20:30:00,2023-11-15 20:35:00,97.94699
2023-11-15 20:35:00,2023-11-15 20:40:00,99.87437
2023-11-15 20:40:00,2023-11-15 20:45:00,100.30911
2023-11-15 20:45:00,2023-11-15 20:50:00,102.67433
2023-11-15 20:50:00,2023-11-15 20:55:00,103.93595
2023-11-15 20:55:00,2023-11-15 21:00:00,103.39146
2023-11-15 21:00:00,2023-11-15 21:05:00,105.60376
2023-11-15 21:05:00,2023-11-15 21:10:00,104.39228
2023-11-15 21:10:00,2023-11-15 21:15:00,104.60745
2023-11-15 21:15:00,2023-11-15 21:20:00,106.94414
2023-11-15 21:20:00,2023-11-15 21:25:00,107.40368
2023-11-15 21:25:00,2023-11-15 21:30:00,106.79404
2023-11-15 21:30:00,2023-11-15 21:35:00,107.95431
2023-11-15 21:35:00,2023-11-15 21:40:00,117.3367
2023-11-15 21:40:00,2023-11-15 21:45:00,117.4942
2023-11-15 21:45:00,2023-11-15 21:50:00,109.71916
2023-11-15 21:50:00,2023-11-15 21:55:00,115.06187
2023-11-15 21:55:00,2023-11-15 22:00:00,117.7959
2023-11-15 22:00:00,2023-11-15 22:05:00,103.53785
2023-11-15 22:05:00,2023-11-15 22:10:00,103.83757
2023-11-15 22:10:00,2023-11-15 22:15:00,107.3137
2023-11-15 22:15:00,2023-11-15 22:20:00,110.19668
2023-11-15 22:20:00,2023-11-15 22:25:00,109.635
2023-11-15 22:25:00,2023-11-15 22:30:00,109.635
2023-11-15 22:30:00,2023-11-15 22:35:00,109.635
2023-11-15 22:35:00,2023-11-15 22:40:00,134.28317
2023-11-15 22:40:00,2023-11-15 22:45:00,138.04893
2023-11-15 22:45:00,2023-11-15 22:50:00,143.56158
2023-11-15 22:50:00,2023-11-15 22:55:00,148.35918
2023-11-15 22:55:00,2023-11-15 23:00:00,148.34947
2023-11-15 23:00:00,2023-11-15 23:05:00,110.18855
2023-11-15 23:05:00,2023-11-15 23:10:00,107.21389
2023-11-15 23:10:00,2023-11-15 23:15:00,106.90631
2023-11-15 23:15:00,2023-11-15 23:20:00,102.22898
2023-11-15 23:20:00,2023-11-15 23:25:00,106.68979
2023-11-15 23:25:00,2023-11-15 23:30:00,106.69
2023-11-15 23:30:00,2023-11-15 23:35:00,103.698
2023-11-15 23:35:00,2023-11-15 23:40:00,101.6168
2023-11-15 23:40:00,2023-11-15 23:45:00,99.78014
2023-11-15 23:45:00,2023-11-15 23:50:00,97.38067
2023-11-15 23:50:00,2023-11-15 23:55:00,91.16514
2023-11-15 23:55:00,2023-11-16 00:00:00,88.79337
2023-11-16 00:00:00,2023-11-16 00:05:00,67.25506
2023-11-16 00:05:00,2023-11-16 00:10:00,67.25599
2023-11-16 00:10:00,2023-11-16 00:15:00,69.42244
2023-11-16 00:15:00,2023-11-16 00:20:00,69.37162
2023-11-16 00:20:00,2023-11-16 00:25:00,71.2065
2023-11-16 00:25:00,2023-11-16 00:30:00,74.41726
2023-11-16 00:30:00,2023-11-16 00:35:00,82.84601
2023-11-16 00:35:00,2023-11-16 00:40:00,85.05544
2023-11-16 00:40:00,2023-11-16 00:45:00,85.12695
2023-11-16 00:45:00,2023-11-16 00:50:00,88.76973
2023-11-16 00:50:00,2023-11-16 00:55:00,88.12984
2023-11-16 00:55:00,2023-11-16 01:00:00,90.85733
2023-11-16 01:00:00,2023-11-16 01:05:00,86.07893
2023-11-16 01:05:00,2023-11-16 01:10:00,84.00663
2023-11-16 01:10:00,2023-11-16 01:15:00,85.04728
2023-11-16 01:15:00,2023-11-16 01:20:00,82.16093
2023-11-16 01:20:00,2023-11-16 01:25:00,82.9186
2023-11-16 01:25:00,2023-11-16 01:30:00,82.40437
2023-11-16 01:30:00,2023-11-16 01:35:00,78.31834
2023-11-16 01:35:00,2023-11-16 01:40:00,81.1572
2023-11-16 01:40:00,2023-11-16 01:45:00,83.21426
2023-11-16 01:45:00,2023-11-16 01:50:00,83.47525
2023-11-16 01:50:00,2023-11-16 01:55:00,82.91842
2023-11-16 01:55:00,2023-11-16 02:00:00,82.30177
2023-11-16 02:00:00,2023-11-16 02:05:00,87.56782
2023-11-16 02:05:00,2023-11-16 02:10:00,87.56782
2023-11-16 02:10:00,2023-11-16 02:15:00,88.08388
2023-11-16 02:15:00,2023-11-16 02:20:00,89.14771
2023-11-16 02:20:00,2023-11-16 02:25:00,93.23668
2023-11-16 02:25:00,2023-11-16 02:30:00,93.29166
2023-11-16 02:30:00,2023-11-16 02:35:00,93.20886
2023-11-16 02:35:00,2023-11-16 02:40:00,93.64089
2023-11-16 02:40:00,2023-11-16 02:45:00,92.2116
2023-11-16 02:45:00,2023-11-16 02:50:00,91.81055
2023-11-16 02:50:00,2023-11-16 02:55:00,91.34941
2023-11-16 02:55:00,2023-11-16 03:00:00,92.9133
2023-11-16 03:00:00,2023-11-16 03:05:00,92.5092
2023-11-16 03:05:00,2023-11-16 03:10:00,89.80109
2023-11-16 03:10:00,2023-11-16 03:15:00,90.87168
2023-11-16 03:15:00,2023-11-16 03:20:00,87.14558
2023-11-16 03:20:00,2023-11-16 03:25:00,87.5395
2023-11-16 03:25:00,2023-11-16 03:30:00,87.0377
2023-11-16 03:30:00,2023-11-16 03:35:00,88.14419
2023-11-16 03:35:00,2023-11-16 03:40:00,91.67523
2023-11-16 03:40:00,2023-11-16 03:45:00,88.72234
2023-11-16 03:45:00,2023-11-16 03:50:00,86.818
2023-11-16 03:50:00,2023-11-16 03:55:00,86.18888
2023-11-16 03:55:00,2023-11-16 04:00:00,87.98043
2023-11-16 04:00:00,2023-11-16 04:05:00,94.20301
2023-11-16 04:05:00,2023-11-16 04:10:00,94.20316
2023-11-16 04:10:00,2023-11-16 04:15:00,92.53404
2023-11-16 04:15:00,2023-11-16 04:20:00,93.7001
2023-11-16 04:20:00,2023-11-16 04:25:00,93.70666
2023-11-16 04:25:00,2023-11-16 04:30:00,93.75958
2023-11-16 04:30:00,2023-11-16 04:35:00,93.76083
2023-11-16 04:35:00,2023-11-16 04:40:00,94.02942
2023-11-16 04:40:00,2023-11-16 04:45:00,94.04499
2023-11-16 04:45:00,2023-11-16 04:50:00,94.26669
2023-11-16 04:50:00,2023-11-16 04:55:00,93.4956
2023-11-16 04:55:00,2023-11-16 05:00:00,94.01837
2023-11-16 05:00:00,2023-11-16 05:05:00,94.97238
2023-11-16 05:05:00,2023-11-16 05:10:00,94.97988
2023-11-16 05:10:00,2023-11-16 05:15:00,94.96328
2023-11-16 05:15:00,2023-11-16 05:20:00,94.9702
2023-11-16 05:20:00,2023-11-16 05:25:00,94.69192
2023-11-16 05:25:00,2023-11-16 05:30:00,94.68426
2023-11-16 05:30:00,2023-11-16 05:35:00,89.02592
2023-11-16 05:35:00,2023-11-16 05:40:00,84.66603
2023-11-16 05:40:00,2023-11-16 05:45:00,80.87337
2023-11-16 05:45:00,2023-11-16 05:50:00,77.29547
2023-11-16 05:50:00,2023-11-16 05:55:00,76.89445
2023-11-16 05:55:00,2023-11-16 06:00:00,80.81395
2023-11-16 06:00:00,2023-11-16 06:05:00,92.60197
2023-11-16 06:05:00,2023-11-16 06:10:00,94.86218
2023-11-16 06:10:00,2023-11-16 06:15:00,92.89942
2023-11-16 06:15:00,2023-11-16 06:20:00,89.3427
2023-11-16 06:20:00,2023-11-16 06:25:00,86.9367
2023-11-16 06:25:00,2023-11-16 06:30:00,84.1208
2023-11-16 06:30:00,2023-11-16 06:35:00,86.89013
2023-11-16 06:35:00,2023-11-16 06:40:00,79.423
2023-11-16 06:40:00,2023-11-16 06:45:00,73.08794
2023-11-16 06:45:00,2023-11-16 06:50:00,69.24587
2023-11-16 06:50:00,2023-11-16 06:55:00,69.02172
2023-11-16 06:55:00,2023-11-16 07:00:00,69.07358
2023-11-16 07:00:00,2023-11-16 07:05:00,71.55704
2023-11-16 07:05:00,2023-11-16 07:10:00,69.6287
2023-11-16 07:10:00,2023-11-16 07:15:00,64.90777
2023-11-16 07:15:00,2023-11-16 07:20:00,64.4249
2023-11-16 07:20:00,2023-11-16 07:25:00,64.06008
2023-11-16 07:25:00,2023-11-16 07:30:00,64.05949
2023-11-16 07:30:00,2023-11-16 07:35:00,63.39523
2023-11-16 07:35:00,2023-11-16 07:40:00,63.35679
2023-11-16 07:40:00,2023-11-16 07:45:00,62.90016
2023-11-16 07:45:00,2023-11-16 07:50:00,62.41554
2023-11-16 07:50:00,2023-11-16 07:55:00,62.27146
2023-11-16 07:55:00,2023-11-16 08:00:00,62.76198
2023-11-16 08:00:00,2023-11-16 08:05:00,64.76037
2023-11-16 08:05:00,2023-11-16 08:10:00,65.7462
2023-11-16 08:10:00,2023-11-16 08:15:00,66.67422
2023-11-16 08:15:00,2023-11-16 08:20:00,65.27722
2023-11-16 08:20:00,2023-11-16 08:25:00,65.21044
